catégorie	lemme	relation	catégorie	lemme	compte	IM
VERB	parler	de	NOUN	milieu	1	7.605192360281461
VERB	parler	de	NOUN	arrivée	1	7.3732456322317645
NOUN	république	nmod	NOUN	élection	1	12.066222533144236
VERB	mettre	hors	NOUN	jeu	1	9.787149917218672
VERB	retirer	en	NOUN	effet	1	11.446494614262404
VERB	reprendre	obj	NOUN	mot	1	7.515381916988569
VERB	avoir	obj	NOUN	chose	4	6.471761372872833
NOUN	président	nmod	NOUN	al	2	10.166386695069669
VERB	dicter	par	NOUN	pétrolier	1	14.33631169651198
VERB	entendre	à	NOUN	fin	1	10.325742454801793
VERB	enquêter	obj	NOUN	enquête	1	10.968447317457759
VERB	vendre	obj	NOUN	événement	1	7.490821645567605
VERB	avoir	obj	NOUN	intention	1	5.234722175571984
VERB	décrypter	obj	NOUN	intention	1	10.209455416961553
VERB	vendre	nsubj	NOUN	média	1	9.869185686084682
VERB	consister	nsubj	NOUN	cœur	1	9.114298183921214
VERB	continuer	de	VERB	enquêter	1	8.835059902180056
VERB	consister	à	VERB	décrypter	1	10.972563425929991
VERB	redevenir	obj	NOUN	animal	1	10.695854083199121
VERB	devenir	obj	NOUN	gouffre	1	10.964342919125023
VERB	apparaître	nsubj	NOUN	faille	1	11.635871978370888
NOUN	monde	nmod	NOUN	fiction	1	10.368492102261131
NOUN	film	nmod	NOUN	fiction	1	9.590884523597579
NOUN	film	nmod	NOUN	jour	1	5.461601506652611
VERB	vivre	dans	NOUN	monde	1	6.169041148515646
VERB	apparaître	au	NOUN	jour	1	8.046564007373767
VERB	apparaître	avec	NOUN	création	1	11.535031288864062
VERB	avancer	obj	NOUN	doc	1	14.668887035598852
VERB	suivre	obj	NOUN	héros	1	9.320486729350298
NOUN	leçon	nmod	NOUN	exemple	1	14.516883942153802
VERB	apprendre	à	VERB	vivre	1	10.48126003242308
VERB	vivre	avec	NOUN	corps	1	10.412547282339066
VERB	controverser	obj	NOUN	cour	1	12.565793542634747
VERB	raviver	obj	NOUN	débat	1	11.737274010579101
VERB	raviver	nsubj	NOUN	condition	1	12.42377453776232
VERB	offrir	par	NOUN	actualité	1	9.373925988311758
VERB	consister	dans	NOUN	condition	1	12.42377453776232
VERB	faire	obj	NOUN	boulot	4	9.76869109256434
VERB	produire	obj	NOUN	rapport	1	8.291917577153527
NOUN	violence	nmod	NOUN	ong	1	10.26390320098393
VERB	adopter	obj	NOUN	mesure	4	7.68885327005706
VERB	risque	de	VERB	arrêter	1	9.093978199541617
VERB	utiliser	à	NOUN	49.3	1	15.616419615704716
VERB	utiliser	par	NOUN	gouvernement	1	8.70695507643237
VERB	adopter	par	NOUN	49.3	1	13.616419615704716
NOUN	témoignage	nmod	NOUN	mois	1	6.97772513104577
VERB	plonger	de	NOUN	manière	1	12.31525008098415
VERB	plonger	dans	NOUN	horreur	1	11.751349195790825
VERB	déplacer	après	NOUN	bombardement	1	14.900212581705308
VERB	concerner	nsubj	NOUN	affaire	1	7.8164442240127086
VERB	retrouver	obj	NOUN	fois	1	2.863083462839296
NOUN	mm.	nmod	NOUN	maire	1	10.993321986096788
VERB	avoir	à	VERB	dire	2	6.7894172366243435
VERB	réciter	de	NOUN	bataille	1	13.869185686084682
VERB	aller	obj	NOUN	acteur	1	6.908074699478277
VERB	aller	nsubj	NOUN	gens	2	7.320486729350298
VERB	mettre	à	VERB	mettre	1	3.754114357523768
VERB	protéger	obj	NOUN	patron	1	6.941975106096568
NOUN	patron	nmod	NOUN	train	1	9.42377453776232
VERB	parler	de	NOUN	montée	1	9.572025496346262
VERB	arriver	à	NOUN	journaliste	1	6.078092089575541
VERB	enquêter	sur	NOUN	industrie	1	10.446494614262404
VERB	faire	obj	NOUN	enfant	2	2.7242969732058877
NOUN	inceste	nmod	NOUN	pédocriminalité	1	16.42377453776232
VERB	dénier	de	NOUN	histoire	1	11.289348217541393
VERB	poser	obj	NOUN	question	13	10.359342665167322
NOUN	macronie	nmod	NOUN	foutage	1	19.42377453776232
VERB	habituer	à	VERB	poser	1	12.194955847266439
NOUN	antidote	nmod	NOUN	vie	1	11.061830764027079
NOUN	pédiatre	nmod	NOUN	propulsé	1	19.42377453776232
NOUN	prévoit	nmod	NOUN	démolition	1	19.42377453776232
VERB	demeure	nsubj	NOUN	question	1	8.980831041913591
NOUN	sabotage	nmod	NOUN	révélation	1	12.997509783060222
VERB	devenir	obj	NOUN	facteur	1	8.964342919125023
NOUN	crise	nmod	NOUN	inflation	1	8.245109686755848
NOUN	matériau	nmod	NOUN	matériau	1	16.616419615704714
VERB	devenir	de	VERB	loger	1	14.03145711498356
VERB	adopter	nsubj	NOUN	état	1	6.349465796322064
VERB	regarder	obj	NOUN	programme	1	8.555723684017162
VERB	parler	nsubj	NOUN	émission	1	6.862247913625834
VERB	être	nsubj	NOUN	concept	1	8.340295210430478
NOUN	programme	nmod	NOUN	choc	1	10.173476119855987
VERB	être	de	VERB	enfermer	1	11.779918347987595
VERB	parler	🦏	NOUN	frenchie	1	18.42377453776232
VERB	enfermer	dans	NOUN	villa	1	13.931921441432646
VERB	organiser	nsubj	NOUN	solidarité	1	8.383484816736603
VERB	suffire	nsubj	NOUN	assurance	1	9.387600925208835
VERB	organiser	nsubj	NOUN	femme	1	6.442564049490625
VERB	organiser	face	NOUN	mépris	1	14.03145711498356
VERB	suffire	face	NOUN	mépris	1	15.616419615704716
VERB	vivre	dans	NOUN	démocratie	1	10.346958940711488
VERB	qualifier	obj	NOUN	président	1	6.422366343369512
VERB	manquer	nsubj	NOUN	mot	1	10.299653225933133
VERB	manquer	pour	VERB	qualifier	1	12.253849536320008
VERB	élire	avec	NOUN	pourcent	1	10.178221831506638
VERB	savoir	obj	NOUN	dégât	1	10.69926068464237
VERB	savoir	nsubj	NOUN	décision	1	7.732903528470006
VERB	provoquer	par	NOUN	produit	1	9.138372318900071
VERB	rendre	obj	NOUN	coupable	1	8.539604018653884
VERB	dévoiler	nsubj	NOUN	cour	1	7.243865447747385
VERB	rendre	en	NOUN	garde	1	8.956168987679323
VERB	revenir	sur	NOUN	moment	1	4.8420443429026525
VERB	parler	nsubj	NOUN	franc-tireur	1	15.516883942153802
VERB	entendre	puisque	NOUN	magazine	1	13.446494614262404
VERB	empêcher	obj	NOUN	femme	1	5.973078766189405
VERB	aider	obj	NOUN	femme	2	7.973078766189405
VERB	subir	obj	NOUN	violence	1	6.865832250974872
VERB	empêcher	de	VERB	disposer	1	11.166386695069669
VERB	aider	à	VERB	avorter	1	12.446494614262404
VERB	condamner	pour	NOUN	droit	1	6.0130582041580505
VERB	lutte	contre	NOUN	société	1	10.884615726654289
VERB	disposer	de	NOUN	corps	1	9.997509783060222
VERB	dire	nsubj	NOUN	droit	2	6.061967804638997
NOUN	accès	nmod	NOUN	assiste	1	17.838812037041162
NOUN	discours	nmod	NOUN	traitement	1	8.993321986096788
VERB	assurer	sans	NOUN	accès	1	12.964342919125023
VERB	réinventer	obj	NOUN	réalité	1	11.083924534877696
VERB	pouvoir	nsubj	NOUN	personnage	1	6.562687631766926
NOUN	impunité	nmod	NOUN	macronie	1	16.101846442874958
VERB	mentir	en	NOUN	impunité	1	17.42377453776232
VERB	inscrire	nsubj	NOUN	processus	1	12.964342919125023
NOUN	crise	nmod	NOUN	expulsion	1	10.088384183068396
VERB	inscrire	dans	NOUN	climat	1	9.26390320098393
VERB	exposer	à	NOUN	contrôle	1	9.090619187451704
VERB	déclarer	obj	NOUN	guerre	3	7.779317350253059
VERB	déclarer	obj	NOUN	loi	1	5.7709295647603405
VERB	effectuer	obj	NOUN	heure	2	7.974625892386883
VERB	déclarer	nsubj	NOUN	e.	1	10.578284486817944
VERB	devoir	nsubj	NOUN	bénéficiaire	1	7.559588393108039
VERB	continuer	à	VERB	toucher	1	6.844930146204117
VERB	déclarer	à	NOUN	pauvre	1	12.294491520817353
VERB	dire	nsubj	NOUN	majorité	1	7.01120469095711
NOUN	immigration	nmod	NOUN	réalité	1	9.861532113541248
NOUN	mensonge	nmod	NOUN	projet	1	9.876880077874683
VERB	mettre	obj	NOUN	loi	1	2.8847975293186194
VERB	aller	nsubj	NOUN	semaine	2	3.188629768741505
VERB	parler	de	NOUN	immigration	1	6.094819175980989
VERB	mettre	à	NOUN	agenda	1	12.048735106415394
VERB	accueillir	obj	NOUN	événement	1	7.624088176431069
VERB	accueillir	nsubj	NOUN	maison	1	8.42518410801699
VERB	pouvoir	nsubj	NOUN	sujet	2	5.392762630324613
VERB	offrir	sur	NOUN	plateau	1	10.294491520817353
VERB	raconter	nsubj	NOUN	journaliste	2	6.341126495409334
VERB	subir	nsubj	NOUN	population	1	8.861532113541248
VERB	reste	entrer	NOUN	pénurie	1	13.695854083199121
VERB	fracture	obj	NOUN	monde	2	10.338966149957958
NOUN	conflit	nmod	NOUN	manifestation	2	9.80722569398333
VERB	passer	depuis	NOUN	début	2	11.487136598759749
VERB	attaquer	obj	NOUN	maison	1	8.42518410801699
VERB	tenir	obj	NOUN	conférence	1	8.562687631766925
VERB	attaquer	nsubj	NOUN	militant	1	8.622066178845857
NOUN	départ	nmod	NOUN	minute	1	10.299653225933133
VERB	organiser	par	NOUN	collectif	1	9.13145290496028
VERB	arriver	après	NOUN	départ	1	11.253849536320008
NOUN	antisémitisme	nmod	NOUN	jeu	1	7.979794995161067
NOUN	antisémitisme	nmod	NOUN	week	1	8.62773492893255
NOUN	antisémitisme	nmod	NOUN	-	1	4.201206016939429
NOUN	antisémitisme	nmod	NOUN	end	1	8.835059902180056
NOUN	antisémitisme	nmod	NOUN	édition	1	9.069525155817079
NOUN	antisémitisme	nmod	NOUN	journal	1	10.733776566342874
VERB	provoquer	obj	NOUN	nombre	1	6.619240134767094
VERB	participer	nsubj	NOUN	cadre	1	8.401406724733866
VERB	participer	à	NOUN	marche	2	9.594051802676262
NOUN	asile	nmod	NOUN	loi	1	8.578284486817944
NOUN	asile	nmod	NOUN	projet	2	9.876880077874683
VERB	flirter	avec	NOUN	droite	1	10.861532113541248
VERB	examiner	au	NOUN	sénat	1	14.138372318900071
VERB	expliquer	obj	NOUN	fiasco	1	10.27656961282009
VERB	biaiser	nsubj	NOUN	journaliste	1	10.98498268518406
VERB	venir	à	VERB	relativiser	1	13.253849536320008
VERB	commencer	à	VERB	ressembler	1	10.077260804596685
VERB	arriver	à	NOUN	situation	1	6.969989482266165
VERB	excuser	sur	NOUN	plateau	1	13.101846442874958
VERB	ressembler	à	NOUN	nettoyage	1	13.838812037041164
VERB	parler	de	NOUN	manière	1	7.92293265820539
VERB	tenir	obj	NOUN	procès	1	7.683993927989059
VERB	procurer	obj	NOUN	arrêt	1	12.294491520817353
VERB	tenir	devant	NOUN	cour	1	12.565793542634747
VERB	lire	obj	NOUN	commentaire	1	12.294491520817353
VERB	lire	obj	NOUN	décrépitude	1	14.616419615704716
NOUN	défi	nmod	NOUN	cause	1	9.602000555791752
VERB	suivre	d’	NOUN	année	1	9.98498268518406
VERB	déclarer	nsubj	NOUN	secrétaire	1	7.227787239733812
VERB	sembler	malgré	NOUN	déclaration	1	11.446494614262404
VERB	assister	depuis	NOUN	mois	1	10.299653225933133
VERB	appliquer	à	NOUN	armée	1	10.048735106415394
VERB	condamner	obj	NOUN	attaque	1	6.549945962875344
VERB	qualifier	obj	NOUN	vou	1	16.101846442874958
VERB	avoir	obj	NOUN	réponse	4	5.360253057655843
VERB	avoir	nsubj	NOUN	prise	1	5.110678936734947
VERB	appeler	à	NOUN	paix	1	8.605192360281462
VERB	parler	de	NOUN	crime	1	8.572025496346262
VERB	menacer	par	NOUN	déficit	1	11.194955847266439
VERB	oublier	obj	NOUN	social	1	7.26390320098393
VERB	pousse	à	NOUN	remarchandisation	1	17.101846442874958
VERB	pousse	au	NOUN	développement	1	14.253849536320008
NOUN	baisse	nmod	NOUN	tournant	1	12.779918347987595
VERB	payer	obj	NOUN	pourcent	1	5.1782218315066375
VERB	payer	nsubj	NOUN	milliardaire	1	11.516883942153802
NOUN	milliardaire	nmod	NOUN	champion	1	9.609993346545282
VERB	payer	au	NOUN	regard	1	14.03145711498356
VERB	nourrir	obj	NOUN	crise	1	7.070627712264237
VERB	garantir	obj	NOUN	ordre	1	8.646519222570397
VERB	nourrir	nsubj	NOUN	néolibéralisme	1	15.838812037041164
VERB	représenter	nsubj	NOUN	néolibéralisme	1	13.590884523597579
NOUN	système	nmod	NOUN	-	5	4.938171611105636
VERB	appeler	à	VERB	garantir	2	8.283264265394099
VERB	proposer	obj	NOUN	analyse	1	5.898498439895195
VERB	atteindre	obj	NOUN	paroxysme	1	12.616419615704716
VERB	atteindre	nsubj	NOUN	niveau	1	7.1817913880679916
VERB	payer	nsubj	NOUN	facture	1	11.33631169651198
VERB	revaloriser	obj	NOUN	prestation	1	15.175847024318735
NOUN	pouvoir	nmod	NOUN	achat	1	11.119993789585216
VERB	révéler	obj	NOUN	échec	1	8.890444805456486
VERB	penser	nsubj	NOUN	palestinien	1	9.668887035598852
VERB	révéler	nsubj	NOUN	sondage	3	10.838812037041164
VERB	faire	obj	NOUN	élargissement	1	8.090619187451704
VERB	pouvoir	nsubj	NOUN	bilan	1	4.854868383260237
NOUN	an	nmod	NOUN	dilution	1	15.175847024318735
VERB	adopter	à	NOUN	assemblée	4	11.097345050640017
VERB	pouvoir	à	NOUN	institution	1	10.516883942153802
VERB	passer	nsubj	NOUN	révolution	1	8.692455506737256
VERB	rendre	obj	NOUN	catastrophe	1	7.505656686730547
VERB	poursuivre	nsubj	NOUN	crise	1	5.263272790206633
VERB	baisser	nsubj	NOUN	prix	4	8.502677449655527
VERB	choisir	obj	NOUN	ennemi	1	11.005922022876423
VERB	choisir	nsubj	NOUN	état	1	7.288065251657921
NOUN	jour	nmod	NOUN	source	1	9.048735106415394
VERB	survivre	à	NOUN	crime	1	10.64241482423766
VERB	repousse	obj	NOUN	frontière	1	11.516883942153802
VERB	coûter	obj	NOUN	dérive	1	10.253849536320008
VERB	spécialiser	dans	NOUN	boisson	1	12.616419615704716
NOUN	inflation	nmod	NOUN	étude	1	9.395868541192435
NOUN	inflation	nmod	NOUN	augmentation	1	10.49896203415654
VERB	passer	nsubj	NOUN	inflation	1	6.849181010424709
VERB	progresser	nsubj	NOUN	prix	1	7.140107370270819
VERB	passer	sou	NOUN	pourcent	1	7.370866909449034
VERB	progresser	de	NOUN	pourcent	6	9.955829410170189
VERB	progresser	en	NOUN	janvier	1	8.79350741273555
VERB	progresser	sur	NOUN	an	1	7.756662995687292
NOUN	invité	nmod	NOUN	surprise	3	9.690759216076357
VERB	débuter	nsubj	NOUN	festival	1	7.147650132488082
VERB	devenir	nsubj	NOUN	manga	1	9.931921441432644
VERB	devenir	à	NOUN	honneur	1	10.639139692204798
VERB	rejoindre	obj	NOUN	mouvement	5	7.842856495585805
VERB	aller	nsubj	NOUN	mouvement	2	4.145561046849619
VERB	étendre	au	NOUN	sud	1	12.751349195790825
VERB	envoler	nsubj	NOUN	prix	1	7.725069870991976
NOUN	carotte	nmod	NOUN	maquereau	1	19.42377453776232
VERB	toucher	par	NOUN	inflation	1	7.363754183254467
VERB	toucher	avec	NOUN	hausse	1	11.346958940711488
VERB	augmenter	obj	NOUN	facture	1	9.014383601624619
VERB	annoncer	obj	NOUN	hausse	4	5.381174656049402
VERB	annoncer	nsubj	NOUN	maire	9	6.655452347340405
NOUN	tarif	nmod	NOUN	heure	1	8.55958839310804
VERB	souscrire	à	NOUN	tarif	1	12.900212581705308
VERB	comparer	obj	NOUN	produit	1	9.553409818178915
VERB	reproche	nsubj	NOUN	patron	1	11.401406724733866
VERB	reprocher	nsubj	NOUN	président	1	9.744294438256874
NOUN	produit	nmod	NOUN	prix	1	7.988104276825769
VERB	reprocher	de	VERB	comparer	1	13.33631169651198
VERB	revendre	obj	NOUN	électroménager	1	13.931921441432644
VERB	revendre	obj	NOUN	appareil	1	11.54725759119732
VERB	revendre	nsubj	NOUN	groupe	1	10.865353824493656
VERB	revendre	après	NOUN	jeu	1	10.787149917218672
VERB	revendre	à	NOUN	fin	1	9.325742454801793
VERB	imiter	obj	NOUN	burger	1	14.838812037041164
VERB	compte	obj	NOUN	soixantaine	1	12.346958940711488
NOUN	chaîne	nmod	NOUN	-	1	4.008560938997033
NOUN	recette	nmod	NOUN	star	1	9.083924534877696
VERB	ouvrir	obj	NOUN	magasin	4	8.587329626420951
VERB	dévoiler	obj	NOUN	nom	2	7.093417820804377
VERB	gommer	obj	NOUN	référence	1	14.42377453776232
VERB	dévoiler	nsubj	NOUN	marque	1	6.892393077246008
NOUN	maison	nmod	NOUN	apellera	1	16.253849536320008
VERB	gommer	à	NOUN	esclavage	1	17.101846442874958
VERB	associer	à	NOUN	plantation	1	13.253849536320008
NOUN	mention	nmod	NOUN	pourcent	1	10.178221831506638
VERB	tourner	nsubj	NOUN	occasion	1	8.516883942153802
VERB	prévenir	obj	NOUN	industriel	1	8.578284486817944
VERB	poursuivre	obj	NOUN	développement	1	8.187760345862236
VERB	mettre	sur	NOUN	drive	1	12.253849536320008
VERB	expliquer	obj	NOUN	guerre	1	5.024429848089591
VERB	pulvériser	obj	NOUN	record	1	10.956168987679323
VERB	pulvériser	avec	NOUN	inflation	1	12.493037200199433
NOUN	inflation	nmod	NOUN	guerre	1	8.41674727086835
VERB	mettre	face	NOUN	inflation	1	10.908074699478277
VERB	mettre	à	NOUN	mal	1	6.656417683636635
VERB	serrer	obj	NOUN	ceinture	1	15.101846442874958
VERB	aller	nsubj	NOUN	énergie	1	4.998558634462936
VERB	aller	nsubj	NOUN	français	3	2.716860384364106
VERB	continuer	à	VERB	serrer	1	10.590884523597579
VERB	achever	nsubj	NOUN	négociation	2	10.835059902180056
NOUN	négociation	nmod	NOUN	heure	1	10.55958839310804
VERB	peser	nsubj	NOUN	inflation	1	10.171109105312071
VERB	peser	sur	NOUN	achat	1	9.66056217094792
VERB	faire	obj	NOUN	solde	1	5.335731685288235
VERB	proposer	obj	NOUN	solde	1	8.177033939269176
VERB	représenter	obj	NOUN	pourcent	5	7.915187425672844
VERB	refuser	nsubj	NOUN	commerçant	1	10.572025496346262
VERB	baser	nsubj	NOUN	commerçant	1	14.964342919125023
VERB	représenter	nsubj	NOUN	solde	1	10.420959522155266
VERB	refuser	de	VERB	faire	2	5.137830542994914
VERB	pousse	à	VERB	proposer	1	8.79350741273555
VERB	recevoir	pour	NOUN	plupart	1	10.758438620577143
VERB	représenter	pour	NOUN	marque	1	10.629358671412215
VERB	attirer	obj	NOUN	million	1	6.12972822449082
VERB	attirer	nsubj	NOUN	monument	1	10.838812037041164
NOUN	fréquentation	nmod	NOUN	record	1	10.956168987679323
NOUN	fréquentation	nmod	NOUN	monument	1	13.838812037041164
VERB	attirer	de	NOUN	visiteur	1	14.616419615704716
VERB	ouvrir	obj	NOUN	enquête	12	7.825489363615716
VERB	ouvrir	nsubj	NOUN	parquet	5	9.005922022876423
NOUN	environnement	nmod	NOUN	bassin	1	12.03145711498356
VERB	crémer	nsubj	NOUN	bb	1	18.42377453776232
NOUN	application	nmod	NOUN	produit	1	9.138372318900071
NOUN	application	nmod	NOUN	substance	1	12.516883942153802
VERB	porte	obj	NOUN	plainte	10	11.379380418403866
VERB	porte	nsubj	NOUN	association	3	9.353653593285497
VERB	refuser	obj	NOUN	congé	1	9.690759216076357
VERB	prévoir	obj	NOUN	règle	1	8.067322567540565
VERB	concerner	obj	NOUN	congé	1	8.406966250075765
VERB	pouvoir	nsubj	NOUN	employeur	2	8.147650132488081
VERB	prévoir	nsubj	NOUN	code	1	9.707812547507176
VERB	poser	de	VERB	accepter	1	14.723334819621227
VERB	refuser	à	NOUN	minute	1	11.884615726654289
VERB	poser	par	NOUN	salarié	1	11.469578227375445
VERB	compliquer	obj	NOUN	déplacement	1	11.79441791768271
VERB	pouvoir	nsubj	NOUN	salarié	4	6.515381916988569
VERB	pouvoir	nsubj	NOUN	possibilité	1	6.469578227375445
VERB	risque	de	VERB	compliquer	1	12.64241482423766
VERB	demander	à	NOUN	employeur	1	10.709529020096197
VERB	poser	obj	NOUN	jour	1	5.139673411765249
VERB	voici	obj	NOUN	liste	4	8.736398854324852
NOUN	jour	nmod	NOUN	pont	1	10.42377453776232
NOUN	congé	nmod	NOUN	avril	1	10.274027418257639
VERB	conseiller	de	VERB	cibler	1	14.253849536320008
VERB	profiter	de	NOUN	jour	1	4.76116178851152
VERB	pouvoir	en	NOUN	cas	4	10.79441791768271
VERB	condamner	pour	NOUN	faute	1	9.609993346545282
VERB	cacher	obj	NOUN	réserve	1	10.884615726654289
VERB	bfmtv.com	obj	NOUN	expérience	1	14.294491520817353
VERB	raconter	nsubj	NOUN	salarié	1	6.82572203760072
NOUN	cadeau	nmod	NOUN	cadeau	1	13.668887035598852
NOUN	collègue	nmod	NOUN	cadeau	1	13.668887035598852
VERB	pleurer	de	NOUN	rage	1	14.964342919125023
VERB	tourne	entrer	NOUN	collègue	1	14.516883942153802
VERB	tourne	au	NOUN	fiasco	1	15.253849536320008
VERB	éviter	obj	NOUN	faux-pas	1	13.695854083199121
VERB	avoir	obj	NOUN	idée	5	6.001131547630672
VERB	organiser	obj	NOUN	pot	1	10.730287580262994
VERB	éviter	obj	NOUN	maladresse	1	10.525929081756809
VERB	avoir	nsubj	NOUN	collègue	1	7.0492783920708035
VERB	aider	nsubj	NOUN	expert	1	9.761996439990332
VERB	avoir	de	VERB	organiser	1	6.180005505800468
VERB	aider	à	VERB	voir	1	6.323112198757121
VERB	avoir	à	NOUN	approche	1	8.033605581562137
VERB	avoir	obj	NOUN	priorité	1	5.7555543388734245
VERB	remettre	obj	NOUN	principe	3	11.199772863564215
VERB	rebeller	nsubj	NOUN	salarié	1	12.469578227375445
VERB	remettre	nsubj	NOUN	salarié	1	8.562687631766925
VERB	trouver	de	VERB	avoir	1	3.866430507272431
VERB	rebeller	à	NOUN	parent	1	12.869185686084682
VERB	rebeller	en	NOUN	congé	1	14.21432117213337
VERB	remettre	en	NOUN	question	8	9.611597232247872
VERB	recharger	obj	NOUN	portable	1	12.31525008098415
NOUN	bureau	nmod	NOUN	vélo	1	14.03145711498356
VERB	permettre	de	VERB	pédaler	1	12.457990253100233
VERB	lutter	contre	NOUN	effet	1	7.639139692204799
VERB	éprouver	obj	NOUN	motif	1	14.964342919125023
VERB	grimper	chez	NOUN	jeune	1	10.493037200199433
VERB	ressentir	de	NOUN	cadre	1	10.81644422401271
VERB	ressentir	de	NOUN	stress	1	14.838812037041164
VERB	travailler	obj	NOUN	dimanche	1	6.878810104973082
VERB	rester	nsubj	NOUN	français	2	4.507265237491772
VERB	rester	malgré	NOUN	essor	1	13.516883942153802
VERB	rester	de	NOUN	adepte	1	13.014383601624619
VERB	prendre	obj	NOUN	mesure	14	7.006242205329255
VERB	assurer	obj	NOUN	sécurité	6	8.711677486674773
VERB	renforcer	obj	NOUN	télétravail	1	10.21432117213337
VERB	devoir	nsubj	NOUN	employeur	1	7.237660298220677
VERB	exiger	de	VERB	télétravailler	1	17.101846442874958
VERB	inciter	à	VERB	renforcer	1	9.735524228629142
VERB	devoir	en	NOUN	cas	2	10.379380418403866
VERB	faire	obj	NOUN	marche	1	4.3901794693106115
VERB	accompagner	obj	NOUN	salarié	1	8.562687631766925
VERB	aider	nsubj	NOUN	guide	1	12.578284486817944
VERB	accompagner	en	NOUN	deuil	1	14.379380418403866
NOUN	arrêt	nmod	NOUN	vendredi	1	6.985242560000737
VERB	subir	obj	NOUN	harcèlement	1	8.609993346545282
VERB	révéler	nsubj	NOUN	étude	4	9.395868541192435
VERB	subir	nsubj	NOUN	tiers	3	11.258867611086632
VERB	subir	au	NOUN	travail	1	11.070627712264237
VERB	travailler	obj	NOUN	samedi	1	7.4493599479567925
NOUN	nuit	nmod	NOUN	étude	1	7.658902947026229
VERB	obtenir	obj	NOUN	droit	2	5.9892114622036825
VERB	obtenir	nsubj	NOUN	portugais	1	11.915979897563624
NOUN	arrêt	nmod	NOUN	maladie	5	12.353385209870922
NOUN	travail	nmod	NOUN	enquête	1	8.968447317457759
VERB	inquiéter	au	NOUN	travail	1	11.070627712264237
VERB	faire	obj	NOUN	flop	1	5.2832642653940995
VERB	faire	nsubj	NOUN	semaine	2	3.1523662247547333
NOUN	flop	nmod	NOUN	test	1	13.997509783060222
VERB	maintenir	obj	NOUN	semaine	2	5.385026981545009
VERB	convaincre	par	NOUN	test	1	11.190154861002618
VERB	miser	obj	NOUN	dizaine	1	11.765563055010524
VERB	partager	obj	NOUN	enveloppe	1	10.884615726654289
NOUN	loto	nmod	NOUN	salarié	1	12.469578227375445
NOUN	euro	nmod	NOUN	an	1	4.112806805912568
VERB	toucher	jusque	NOUN	euro	1	10.211886243216316
NOUN	février	nmod	NOUN	février	518	8.84175065171416
VERB	pouvoir	avec	NOUN	changement	1	10.609993346545282
VERB	aller	au	NOUN	travail	1	7.900702710821925
VERB	adopter	obj	NOUN	semaine	1	5.204454735903187
